"Age (m) L M S 3rd 5th 10th 25th 50th 75th 90th 95th 97th"
"0 -0.4720694 3.147095 0.1389603 2.459683 2.533042 2.652456 2.871306 3.147095 3.463723 3.790501 4.008216 4.159607"
"1 -0.243237 4.176147 0.1397221 3.237035 3.339298 3.504745 3.804604 4.176147 4.59389 5.015167 5.290354 5.479162"
"2 -1.77E-02 5.12747 0.140446 3.939589 4.071734 4.284093 4.664413 5.12747 5.637389 6.140387 6.463027 6.681751"
"3 0.2018186 5.942932 0.1411113 4.524147 4.685547 4.94303 5.398377 5.942932 6.530465 7.098063 7.456138 7.696302"
"4 0.4126544 6.637647 0.1417001 5.004926 5.195008 5.495872 6.020959 6.637647 7.289947 7.907971 8.292034 8.547205"
"5 0.613355 7.242529 0.1422046 5.407765 5.62649 5.9698 6.560834 7.242529 7.94999 8.608312 9.011912 9.277837"
"6 0.8027659 7.76878 0.1426231 5.74328 5.990615 6.375417 7.028673 7.76878 8.523076 9.213455 9.631606 9.905107"
"7 0.9794207 8.217348 0.1429559 6.014665 6.290182 6.714907 7.425824 8.217348 9.010447 9.725495 10.15395 10.4324"
"8 1.141048 8.602978 0.1432025 6.235794 6.538936 7.001904 7.766119 8.602978 9.428488 10.16282 10.5987 10.88041"
"9 1.284757 8.943767 0.1433605 6.423349 6.753385 7.252828 8.066394 8.943767 9.797243 10.54763 10.98946 11.27371"
"10 1.4073 9.252262 0.1434253 6.590413 6.946034 7.479629 8.338455 9.252262 10.13064 10.89541 11.34275 11.62945"
"11 1.50576 9.533834 0.1433937 6.745118 7.124025 7.688389 8.587591 9.533834 10.43472 11.21308 11.66602 11.95546"
"12 1.577266 9.791095 0.1432646 6.893828 7.292484 7.88293 8.816573 9.791095 10.71251 11.50424 11.9633 12.25605"
"13 1.620357 10.0307 0.1430392 7.044845 7.458843 8.069897 9.031685 10.0307 10.97139 11.77709 12.24326 12.54018"
"14 1.637432 10.25982 0.1427357 7.20368 7.628633 8.255047 9.239317 10.25982 11.21929 12.04008 12.5146 12.8167"
"15 1.632593 10.47884 0.1423813 7.368913 7.800806 8.437817 9.439492 10.47884 11.45663 12.2935 12.77746 13.08563"
"16 1.609559 10.68653 0.1419995 7.537497 7.972825 8.616246 9.630789 10.68653 11.68211 12.5358 13.03008 13.34504"
"17 1.571617 10.88285 0.1416107 7.707049 8.142952 8.789308 9.812871 10.88285 11.89573 12.76684 13.27221 13.5946"
"18 1.521697 11.0635 0.1412328 7.872153 8.30625 8.952527 9.981544 11.0635 12.09279 12.98149 13.49839 13.82862"
"19 1.462331 11.22666 0.1408804 8.029345 8.459778 9.10352 10.13489 11.22666 12.27134 13.17751 13.70622 14.04458"
"20 1.395415 11.37503 0.1405639 8.178851 8.604329 9.243753 10.27512 11.37503 12.43433 13.35803 13.89886 14.24567"
"21 1.322469 11.51265 0.1402884 8.322306 8.742032 9.375978 10.40574 11.51265 12.5862 13.52771 14.08112 14.43678"
"22 1.244739 11.64491 0.1400554 8.462691 8.876316 9.504203 10.53151 11.64491 12.73281 13.69278 14.25943 14.62449"
"23 1.163248 11.77525 0.1398664 8.601828 9.009295 9.630937 10.65545 11.77525 12.87789 13.85724 14.43792 14.813"
"24 1.078723 11.90677 0.1397207 8.741606 9.14307 9.758567 10.78035 11.90677 13.02484 14.0247 14.62038 15.0062"
"25 0.9915715 12.04159 0.1396132 8.883509 9.279221 9.888816 10.90812 12.04159 13.17595 14.19762 14.80935 15.20674"
"26 0.9024228 12.17954 0.1395382 9.027297 9.417541 10.02152 11.03864 12.17954 13.33098 14.37571 15.00453 15.4143"
"27 0.812551 12.3183 0.1394954 9.170727 9.555828 10.15452 11.16972 12.3183 13.48733 14.55605 15.20282 15.62565"
"28 0.722931 12.45702 0.1394861 9.31279 9.693124 10.28692 11.30054 12.45702 13.64407 14.73758 15.40303 15.83952"
"29 0.6342878 12.59662 0.1395109 9.453928 9.829933 10.41932 11.43186 12.59662 13.80217 14.92127 15.60615 16.05692"
"30 0.5472555 12.73835 0.1395699 9.594921 9.967095 10.55268 11.56481 12.73835 13.96299 15.10855 15.81363 16.27931"
"31 0.4624805 12.88261 0.1396633 9.735921 10.10479 10.68722 11.6997 12.88261 14.12696 15.29982 16.02582 16.50701"
"32 0.3805447 13.02915 0.1397898 9.876638 10.24273 10.82266 11.83628 13.02915 14.29378 15.49465 16.24223 16.73946"
"33 0.3019424 13.17526 0.1399466 10.01498 10.37873 10.95672 11.97208 13.17526 14.46039 15.68967 16.45922 16.97286"
"34 0.2270883 13.31817 0.1401287 10.14885 10.51063 11.08711 12.10459 13.31817 14.62372 15.88136 16.67301 17.20323"
"35 0.1561717 13.45833 0.1403313 10.27866 10.63883 11.21422 12.23425 13.45833 14.78418 16.07011 16.88389 17.43079"
"36 8.92E-02 13.59834 0.1405534 10.40648 10.76543 11.34025 12.36343 13.59834 14.94461 16.25893 17.09499 17.65873"
"37 0.0263559 13.74069 0.1407959 10.53417 10.89237 11.46723 12.49435 13.74069 15.10775 16.45074 17.30934 17.89013"
"38 -3.23E-02 13.88631 0.1410598 10.66246 11.02037 11.59592 12.62786 13.88631 15.27463 16.64664 17.528 18.12606"
"39 -8.66E-02 14.03564 0.1413438 10.79167 11.14977 11.72668 12.76435 14.03564 15.44569 16.84703 17.75135 18.36681"
"40 -0.1363783 14.18867 0.1416474 10.92178 11.28054 11.85946 12.90379 14.18867 15.62092 17.05182 17.97918 18.61212"
"41 -0.1817196 14.34732 0.1419759 11.05422 11.41414 11.99581 13.04788 14.34732 15.80249 17.2634 18.21404 18.86459"
"42 -0.2226177 14.51024 0.1423352 11.18781 11.54937 12.13448 13.19532 14.51024 15.98896 17.48024 18.45429 19.12251"
"43 -0.2591004 14.67397 0.1427303 11.3198 11.68339 12.27251 13.34293 14.67397 16.17661 17.69829 18.69563 19.38141"
"44 -0.2911989 14.83294 0.1431654 11.44578 11.81166 12.40513 13.48556 14.83294 16.35931 17.91086 18.93098 19.6339"
